File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation.1,Sharpening.1,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r7b276a02t,http://193.205.194.113/RAISE/NEF/r7b276a02t.NEF,http://193.205.194.113/RAISE/TIFF/r7b276a02t.TIF,9/20/2014 22:18,3/31/2012 12:37,11.3 MB,L (4288 x 2848),37:00.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,98mm,AF-S,Auto,ON,,f/8,1/100s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,nature; outdoor
r8503e867t,http://193.205.194.113/RAISE/NEF/r8503e867t.NEF,http://193.205.194.113/RAISE/TIFF/r8503e867t.TIF,9/20/2014 22:18,3/31/2012 12:37,12.2 MB,L (4288 x 2848),37:22.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-S,Auto,ON,,f/8,1/500s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,buildings; nature; outdoor
re5098abat,http://193.205.194.113/RAISE/NEF/re5098abat.NEF,http://193.205.194.113/RAISE/TIFF/re5098abat.TIF,9/20/2014 22:18,3/31/2012 12:37,11.6 MB,L (4288 x 2848),37:38.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,21mm,AF-S,Auto,ON,,f/8,1/1000s,Aperture Priority,0EV,,Matrix,Auto (ISO 2500),,,,"Cloudy, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,3,0,,,,,,,,,,,,,,,,,nature; outdoor
r32457827t,http://193.205.194.113/RAISE/NEF/r32457827t.NEF,http://193.205.194.113/RAISE/TIFF/r32457827t.TIF,9/20/2014 22:18,5/27/2012 16:02,8.98 MB,L (4288 x 2848),15:53.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/8,1/1000s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r8b49780ct,http://193.205.194.113/RAISE/NEF/r8b49780ct.NEF,http://193.205.194.113/RAISE/TIFF/r8b49780ct.TIF,9/20/2014 22:18,3/30/2012 10:17,8.85 MB,L (4288 x 2848),17:14.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/8,1/160s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r68fbc29ct,http://193.205.194.113/RAISE/NEF/r68fbc29ct.NEF,http://193.205.194.113/RAISE/TIFF/r68fbc29ct.TIF,9/20/2014 22:18,3/30/2012 10:19,9.24 MB,L (4288 x 2848),19:41.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/5.6,1/100s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rc297369dt,http://193.205.194.113/RAISE/NEF/rc297369dt.NEF,http://193.205.194.113/RAISE/TIFF/rc297369dt.TIF,9/20/2014 22:19,3/30/2012 10:20,9.25 MB,L (4288 x 2848),20:40.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/5.6,1/125s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
raabe7157t,http://193.205.194.113/RAISE/NEF/raabe7157t.NEF,http://193.205.194.113/RAISE/TIFF/raabe7157t.TIF,9/20/2014 22:19,3/30/2012 10:23,9.38 MB,L (4288 x 2848),23:26.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,85mm,AF-A,Auto,ON,,f/5.6,1/1600s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r787cb16dt,http://193.205.194.113/RAISE/NEF/r787cb16dt.NEF,http://193.205.194.113/RAISE/TIFF/r787cb16dt.TIF,9/20/2014 22:19,3/30/2012 10:37,12.4 MB,L (4288 x 2848),37:33.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/400s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r67cd393at,http://193.205.194.113/RAISE/NEF/r67cd393at.NEF,http://193.205.194.113/RAISE/TIFF/r67cd393at.TIF,9/20/2014 22:20,3/30/2012 10:38,11.2 MB,L (4288 x 2848),38:10.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-A,Auto,ON,,f/8,1/320s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rec44174et,http://193.205.194.113/RAISE/NEF/rec44174et.NEF,http://193.205.194.113/RAISE/TIFF/rec44174et.TIF,9/20/2014 22:20,3/30/2012 10:38,10.1 MB,L (4288 x 2848),38:26.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/10,1/250s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r806556eft,http://193.205.194.113/RAISE/NEF/r806556eft.NEF,http://193.205.194.113/RAISE/TIFF/r806556eft.TIF,9/20/2014 22:22,3/31/2012 4:21,9.20 MB,L (4288 x 2848),21:05.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,98mm,AF-A,Auto,ON,,f/16,1/100s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r2380441ct,http://193.205.194.113/RAISE/NEF/r2380441ct.NEF,http://193.205.194.113/RAISE/TIFF/r2380441ct.TIF,9/20/2014 22:30,3/31/2012 6:42,9.25 MB,L (4288 x 2848),42:56.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/22,1/50s,Aperture Priority,+1.7EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rc9b60c2ft,http://193.205.194.113/RAISE/NEF/rc9b60c2ft.NEF,http://193.205.194.113/RAISE/TIFF/rc9b60c2ft.TIF,9/20/2014 23:31,2/19/2012 9:52,8.99 MB,L (4288 x 2848),52:06.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/7.1,1/800s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
r2a94cf55t,http://193.205.194.113/RAISE/NEF/r2a94cf55t.NEF,http://193.205.194.113/RAISE/TIFF/r2a94cf55t.TIF,9/20/2014 23:34,3/23/2012 10:43,9.10 MB,L (4288 x 2848),43:56.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
rba5d08b5t,http://193.205.194.113/RAISE/NEF/rba5d08b5t.NEF,http://193.205.194.113/RAISE/TIFF/rba5d08b5t.TIF,9/20/2014 23:34,3/23/2012 10:44,9.36 MB,L (4288 x 2848),44:33.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/500s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
re55162b9t,http://193.205.194.113/RAISE/NEF/re55162b9t.NEF,http://193.205.194.113/RAISE/TIFF/re55162b9t.TIF,9/20/2014 23:34,3/23/2012 10:47,8.96 MB,L (4288 x 2848),47:31.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/22,1/50s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r698c77d5t,http://193.205.194.113/RAISE/NEF/r698c77d5t.NEF,http://193.205.194.113/RAISE/TIFF/r698c77d5t.TIF,9/20/2014 23:34,3/23/2012 10:47,9.40 MB,L (4288 x 2848),47:46.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,Manual,Single,ON,,f/22,1/50s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r91bcee97t,http://193.205.194.113/RAISE/NEF/r91bcee97t.NEF,http://193.205.194.113/RAISE/TIFF/r91bcee97t.TIF,9/20/2014 23:38,3/30/2012 10:03,10.0 MB,L (4288 x 2848),03:53.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/8,1/1000s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,nature; outdoor
r6fcd83d4t,http://193.205.194.113/RAISE/NEF/r6fcd83d4t.NEF,http://193.205.194.113/RAISE/TIFF/r6fcd83d4t.TIF,9/20/2014 23:50,3/19/2012 9:08,12.3 MB,L (4288 x 2848),08:25.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-C,Auto,ON,,f/5.6,1/250s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
rdc73b9a5t,http://193.205.194.113/RAISE/NEF/rdc73b9a5t.NEF,http://193.205.194.113/RAISE/TIFF/rdc73b9a5t.TIF,9/20/2014 23:50,3/19/2012 9:12,9.85 MB,L (4288 x 2848),12:26.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-C,Auto,ON,,f/5.6,1/200s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r2507b345t,http://193.205.194.113/RAISE/NEF/r2507b345t.NEF,http://193.205.194.113/RAISE/TIFF/r2507b345t.TIF,9/20/2014 23:50,3/19/2012 9:12,10.0 MB,L (4288 x 2848),12:55.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Single,ON,,f/8,1/200s,Close-up,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,[SD] STANDARD,[SD] STANDARD,-,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r3725d9ddt,http://193.205.194.113/RAISE/NEF/r3725d9ddt.NEF,http://193.205.194.113/RAISE/TIFF/r3725d9ddt.TIF,9/20/2014 23:50,3/19/2012 9:13,8.81 MB,L (4288 x 2848),13:09.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Single,ON,,f/8,1/125s,Close-up,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,[SD] STANDARD,[SD] STANDARD,-,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r6555b778t,http://193.205.194.113/RAISE/NEF/r6555b778t.NEF,http://193.205.194.113/RAISE/TIFF/r6555b778t.TIF,9/20/2014 23:50,3/19/2012 9:13,8.79 MB,L (4288 x 2848),13:15.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Single,ON,,f/8,1/160s,Close-up,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,[SD] STANDARD,[SD] STANDARD,-,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r3e62a376t,http://193.205.194.113/RAISE/NEF/r3e62a376t.NEF,http://193.205.194.113/RAISE/TIFF/r3e62a376t.TIF,9/20/2014 23:50,3/19/2012 9:13,9.11 MB,L (4288 x 2848),13:32.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Single,ON,,f/8,1/125s,Close-up,0EV,,Matrix,Auto (ISO 220),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,[SD] STANDARD,[SD] STANDARD,-,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r87a3d7f5t,http://193.205.194.113/RAISE/NEF/r87a3d7f5t.NEF,http://193.205.194.113/RAISE/TIFF/r87a3d7f5t.TIF,9/20/2014 23:51,3/19/2012 9:14,8.92 MB,L (4288 x 2848),14:06.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,50mm,AF-C,Auto,ON,,f/5,1/400s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r000da54ft,http://193.205.194.113/RAISE/NEF/r000da54ft.NEF,http://193.205.194.113/RAISE/TIFF/r000da54ft.TIF,9/20/2014 23:51,3/19/2012 9:14,9.79 MB,L (4288 x 2848),14:14.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-C,Auto,ON,,f/5,1/640s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r9eafe8fft,http://193.205.194.113/RAISE/NEF/r9eafe8fft.NEF,http://193.205.194.113/RAISE/TIFF/r9eafe8fft.TIF,9/20/2014 23:51,3/19/2012 9:14,9.12 MB,L (4288 x 2848),14:38.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,70mm,AF-A,Auto,ON,,f/8,1/250s,Auto,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,[SD] STANDARD,[SD] STANDARD,-,Auto,Active D-Lighting,Active D-Lighting,Auto,0,,,,,,,,,,,,,,,,,nature; outdoor
r91447b32t,http://193.205.194.113/RAISE/NEF/r91447b32t.NEF,http://193.205.194.113/RAISE/TIFF/r91447b32t.TIF,9/20/2014 23:52,3/23/2012 11:56,11.9 MB,L (4288 x 2848),56:19.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/22,1/30s,Aperture Priority,0EV,,Matrix,Auto (ISO 1250),,,,"Auto, 0, 0",Adobe RGB,ON (Normal),OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
rc47a7997t,http://193.205.194.113/RAISE/NEF/rc47a7997t.NEF,http://193.205.194.113/RAISE/TIFF/rc47a7997t.TIF,9/20/2014 23:52,3/23/2012 11:56,12.4 MB,L (4288 x 2848),56:31.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/22,1/30s,Aperture Priority,-0.3EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r973e22dct,http://193.205.194.113/RAISE/NEF/r973e22dct.NEF,http://193.205.194.113/RAISE/TIFF/r973e22dct.TIF,9/20/2014 23:52,3/23/2012 11:58,11.7 MB,L (4288 x 2848),58:04.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,50mm,AF-A,Auto,ON,,f/22,1/30s,Aperture Priority,0EV,,Matrix,Auto (ISO 400),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r6e9a16c9t,http://193.205.194.113/RAISE/NEF/r6e9a16c9t.NEF,http://193.205.194.113/RAISE/TIFF/r6e9a16c9t.TIF,9/20/2014 23:52,3/23/2012 11:58,10.2 MB,L (4288 x 2848),58:13.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/22,1/30s,Aperture Priority,0EV,,Matrix,Auto (ISO 450),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r452a036bt,http://193.205.194.113/RAISE/NEF/r452a036bt.NEF,http://193.205.194.113/RAISE/TIFF/r452a036bt.TIF,9/20/2014 23:52,3/23/2012 11:58,9.51 MB,L (4288 x 2848),58:16.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/22,1/30s,Aperture Priority,0EV,,Matrix,Auto (ISO 320),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
re9cfc8b3t,http://193.205.194.113/RAISE/NEF/re9cfc8b3t.NEF,http://193.205.194.113/RAISE/TIFF/re9cfc8b3t.TIF,9/20/2014 23:52,3/23/2012 11:58,10.1 MB,L (4288 x 2848),58:27.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,58mm,AF-A,Auto,ON,,f/22,1/30s,Aperture Priority,0EV,,Matrix,Auto (ISO 280),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r772c40d7t,http://193.205.194.113/RAISE/NEF/r772c40d7t.NEF,http://193.205.194.113/RAISE/TIFF/r772c40d7t.TIF,9/20/2014 23:53,3/23/2012 12:14,12.0 MB,L (4288 x 2848),14:23.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-S,Auto,ON,,f/22,1/30s,Aperture Priority,0EV,,Spot,Auto (ISO 1000),,,,"Auto, 0, 0",Adobe RGB,ON (Normal),OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,nature; outdoor
re36d74cct,http://193.205.194.113/RAISE/NEF/re36d74cct.NEF,http://193.205.194.113/RAISE/TIFF/re36d74cct.TIF,9/20/2014 23:54,3/23/2012 13:08,12.4 MB,L (4288 x 2848),08:24.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/50s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
r831140dct,http://193.205.194.113/RAISE/NEF/r831140dct.NEF,http://193.205.194.113/RAISE/TIFF/r831140dct.TIF,9/20/2014 23:54,3/23/2012 13:11,12.1 MB,L (4288 x 2848),11:12.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/30s,Aperture Priority,0EV,,Matrix,Auto (ISO 280),,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
rd8d2128ct,http://193.205.194.113/RAISE/NEF/rd8d2128ct.NEF,http://193.205.194.113/RAISE/TIFF/rd8d2128ct.TIF,9/21/2014 0:06,5/12/2012 12:31,9.41 MB,L (4288 x 2848),31:44.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Hoang Van Tien    ,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-C,Auto,ON,,f/5.6,1/125s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,VIVID-02,[VI] VIVID,,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
rc3e4affft,http://193.205.194.113/RAISE/NEF/rc3e4affft.NEF,http://193.205.194.113/RAISE/TIFF/rc3e4affft.TIF,9/21/2014 0:06,5/12/2012 12:31,9.94 MB,L (4288 x 2848),31:51.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Hoang Van Tien    ,Nikon D90,VR 18-105mm f/3.5-5.6G,75mm,AF-C,Auto,ON,,f/5.3,1/125s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Auto,,,,VIVID-02,[VI] VIVID,,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,nature; outdoor
